name,genre,time,year,country,lang,production bdget,domestic gross,world wide gross,rate,neto income
668,1.0,52.0,2012,66.0,21.0,79000000.0,103860290.0,318146180.0,5.9,239146180.0
669,3.0,90.0,2011,66.0,21.0,79000000.0,74158160.0,150519220.0,9.0,71519220.0
670,6.0,134.0,2001,66.0,21.0,78000000.0,170709000.0,317668060.0,9.3,239668060.0
671,1.0,95.0,2013,66.0,21.0,78000000.0,119793570.0,274392640.0,6.6,196392640.0
672,11.0,124.0,2002,66.0,21.0,78000000.0,92955420.0,206455420.0,7.4,128455420.0
673,12.0,136.0,2004,66.0,5.0,78000000.0,67286730.0,108086730.0,6.4,30086730.0
674,1.0,110.0,2003,66.0,21.0,78000000.0,66465204.0,179265200.0,6.4,101265200.0
675,7.0,114.0,2004,35.0,21.0,78000000.0,41814864.0,43957540.0,2.7,-34042460.0
676,1.0,110.0,2012,22.0,24.0,77600000.0,41814864.0,60680124.0,6.5,-16919876.0
677,1.0,108.0,2015,22.0,21.0,77500000.0,1311213.0,102028920.0,8.8,24528920.0
678,0.0,105.0,2017,22.0,17.0,77500000.0,1311213.0,1521672.0,8.6,-75978328.0
679,0.0,129.0,2018,66.0,21.0,77000000.0,102084360.0,190376180.0,6.0,113376180.0
680,1.0,98.0,2013,66.0,21.0,76000000.0,368065380.0,975216830.0,8.5,899216830.0
681,0.0,107.0,2003,66.0,21.0,76000000.0,127120056.0,236410610.0,5.0,160410610.0
682,11.0,109.0,2006,66.0,21.0,76000000.0,35552384.0,69845010.0,8.5,-6154990.0
683,1.0,92.0,2000,66.0,21.0,76000000.0,26000610.0,35129610.0,6.1,-40870390.0
684,1.0,91.0,2016,66.0,21.0,75000000.0,368384320.0,885302500.0,6.2,810302500.0
685,1.0,145.0,1996,66.0,21.0,75000000.0,306169250.0,817400900.0,6.1,742400900.0
686,1.0,86.0,2018,66.0,21.0,75000000.0,270834940.0,513537180.0,7.9,438537180.0
687,1.0,108.0,2016,66.0,21.0,75000000.0,270329060.0,631064200.0,8.9,556064200.0
688,1.0,90.0,2017,66.0,21.0,75000000.0,264624300.0,1032962000.0,5.3,957962000.0
689,0.0,134.0,1997,66.0,21.0,75000000.0,229086670.0,618639000.0,7.0,543639000.0
690,1.0,91.0,2006,66.0,21.0,75000000.0,195330620.0,651899260.0,6.6,576899260.0
691,1.0,86.0,2005,66.0,21.0,75000000.0,193595520.0,556559550.0,6.6,481559550.0
692,3.0,102.0,2010,66.0,21.0,75000000.0,162001180.0,272223000.0,6.2,197223000.0
693,1.0,90.0,2004,66.0,21.0,75000000.0,161412000.0,371741120.0,4.5,296741120.0
694,0.0,104.0,2000,66.0,21.0,75000000.0,157299710.0,296872350.0,7.1,221872350.0
695,0.0,110.0,2008,66.0,21.0,75000000.0,134508540.0,342416450.0,8.2,267416450.0
696,0.0,136.0,1996,66.0,21.0,75000000.0,134069510.0,336069500.0,8.5,261069500.0
697,3.0,125.0,2021,66.0,21.0,75000000.0,129360580.0,204621700.0,9.4,129621700.0
698,10.0,96.0,2004,66.0,21.0,75000000.0,120776830.0,196320340.0,6.5,121320340.0
699,9.0,114.0,2018,60.0,21.0,75000000.0,120634936.0,399228130.0,6.9,324228130.0
700,9.0,115.0,2007,66.0,21.0,75000000.0,118871850.0,202822860.0,8.4,127822860.0
701,11.0,116.0,2013,66.0,21.0,75000000.0,117723990.0,342769200.0,7.0,267769200.0
702,9.0,130.0,2006,66.0,21.0,75000000.0,103365950.0,155620350.0,7.1,80620350.0
703,1.0,104.0,2018,66.0,21.0,75000000.0,99215040.0,197744380.0,8.3,122744380.0
704,1.0,78.0,1999,66.0,21.0,75000000.0,97387970.0,97387970.0,1.8,22387970.0
705,0.0,110.0,2011,66.0,21.0,75000000.0,83504020.0,211562430.0,7.1,136562430.0
706,6.0,128.0,2004,66.0,11.0,75000000.0,77073960.0,218673950.0,7.8,143673950.0
707,0.0,121.0,2005,25.0,21.0,75000000.0,75976180.0,221593550.0,7.2,146593550.0
708,1.0,91.0,2006,66.0,21.0,75000000.0,73661010.0,141267380.0,6.3,66267380.0
709,0.0,108.0,2022,66.0,21.0,75000000.0,73012380.0,162755040.0,7.1,87755040.0
710,11.0,124.0,2000,66.0,21.0,75000000.0,68473360.0,213500000.0,4.1,138500000.0
711,6.0,97.0,2007,66.0,5.0,75000000.0,66661096.0,119512770.0,6.2,44512770.0
712,3.0,110.0,1999,66.0,21.0,75000000.0,64062588.0,73521580.0,7.7,-1478420.0
713,1.0,85.0,2019,13.0,21.0,75000000.0,60761390.0,188659180.0,9.5,113659180.0
714,3.0,110.0,2005,66.0,21.0,75000000.0,55849400.0,94944020.0,4.2,19944020.0
715,6.0,160.0,2021,66.0,21.0,75000000.0,53809576.0,148963700.0,8.3,73963700.0
716,11.0,164.0,2005,66.0,5.0,75000000.0,47379090.0,131492770.0,8.3,56492770.0
717,0.0,100.0,2010,66.0,21.0,75000000.0,47059964.0,95572750.0,8.8,20572750.0
718,0.0,106.0,2015,66.0,21.0,75000000.0,45445108.0,108517736.0,8.7,33517736.0
719,0.0,109.0,2003,66.0,21.0,75000000.0,43632456.0,85632456.0,6.9,10632456.0
720,11.0,110.0,2006,66.0,21.0,75000000.0,42285170.0,72785170.0,4.9,-2214830.0
721,3.0,133.0,2004,66.0,21.0,75000000.0,42044320.0,54344320.0,6.0,-20655680.0
722,3.0,123.0,2001,66.0,21.0,75000000.0,41523270.0,71523270.0,5.8,-3476730.0
723,6.0,110.0,1999,66.0,21.0,75000000.0,39251130.0,39251130.0,7.8,-35748870.0
724,1.0,134.0,1995,66.0,21.0,75000000.0,37361412.0,127361410.0,5.4,52361410.0
725,0.0,110.0,2011,10.0,21.0,75000000.0,36392504.0,89758390.0,4.5,14758390.0
726,0.0,113.0,2005,66.0,21.0,75000000.0,34636444.0,77636440.0,9.2,2636440.0
727,11.0,121.0,2016,66.0,21.0,75000000.0,34343576.0,219519360.0,7.5,144519360.0
728,0.0,115.0,2003,66.0,21.0,75000000.0,30207784.0,50409750.0,2.7,-24590250.0
729,1.0,110.0,2000,66.0,21.0,75000000.0,22751980.0,36751980.0,7.6,-38248020.0
730,1.0,113.0,2004,45.0,21.0,75000000.0,21009180.0,34009180.0,4.0,-40990820.0
731,0.0,110.0,1998,45.0,21.0,75000000.0,14623082.0,14623082.0,8.5,-60376918.0
732,11.0,124.0,2022,66.0,21.0,75000000.0,14570455.0,18772344.0,8.6,-56227656.0
733,0.0,99.0,1999,66.0,21.0,75000000.0,14010690.0,30626690.0,1.7,-44373310.0
734,3.0,110.0,2001,66.0,21.0,75000000.0,5409517.0,5409517.0,2.7,-69590483.0
735,1.0,99.0,2019,10.0,21.0,75000000.0,1115008.0,16288031.0,6.2,-58711969.0
736,3.0,145.0,2021,66.0,21.0,75000000.0,1115008.0,762858.0,7.9,-74237142.0
737,1.0,91.0,2015,66.0,21.0,74000000.0,336045760.0,1159631100.0,4.9,1085631100.0
738,1.0,93.0,2015,66.0,21.0,74000000.0,162994030.0,311013200.0,5.4,237013200.0
739,1.0,112.0,2022,66.0,21.0,74000000.0,97115780.0,155212850.0,8.3,81212850.0
740,11.0,107.0,2000,66.0,21.0,73243100.0,94999144.0,248099140.0,7.7,174856040.0
741,3.0,104.0,2006,66.0,21.0,73000000.0,148213380.0,162870530.0,7.3,89870530.0
742,1.0,97.0,2016,21.0,21.0,73000000.0,107509370.0,352327870.0,4.6,279327870.0
743,11.0,99.0,1998,66.0,21.0,73000000.0,55591410.0,103891410.0,3.5,30891410.0
744,11.0,128.0,1998,66.0,21.0,73000000.0,37068296.0,50168296.0,3.8,-22831704.0
745,1.0,86.0,2007,66.0,21.0,72500000.0,183135000.0,527071000.0,8.7,454571000.0
746,1.0,112.0,2008,2.0,21.0,72500000.0,70231040.0,109362970.0,7.4,36862970.0
747,3.0,146.0,2009,66.0,21.0,72500000.0,51855044.0,71880300.0,4.8,-619700.0
748,0.0,111.0,2007,66.0,21.0,72500000.0,47467250.0,86802456.0,7.6,14302456.0
749,1.0,87.0,2001,66.0,21.0,72000000.0,112950720.0,176101730.0,9.4,104101730.0
750,6.0,177.0,1995,66.0,21.0,72000000.0,75545650.0,209045250.0,6.1,137045250.0
751,6.0,122.0,2005,66.0,21.0,72000000.0,62647540.0,96947540.0,6.3,24947540.0
752,0.0,117.0,2001,2.0,21.0,72000000.0,32616868.0,54616868.0,6.4,-17383132.0
753,6.0,152.0,2001,66.0,21.0,72000000.0,27796042.0,37306336.0,6.0,-34693664.0
754,1.0,109.0,2004,22.0,21.0,72000000.0,19176754.0,62176750.0,7.5,-9823250.0
755,11.0,109.0,2004,66.0,21.0,71682980.0,114197520.0,257641630.0,7.2,185958650.0
756,1.0,85.0,1998,66.0,21.0,71500000.0,144156600.0,294156600.0,5.7,222656600.0
757,11.0,106.0,2002,66.0,21.0,70702616.0,227969300.0,408250600.0,6.7,337547984.0
758,1.0,92.0,2004,66.0,21.0,70000000.0,441226240.0,935253950.0,6.9,865253950.0
759,1.0,116.0,2006,66.0,21.0,70000000.0,244082980.0,461630560.0,7.9,391630560.0
760,1.0,89.0,2009,66.0,21.0,70000000.0,219614610.0,443483200.0,6.0,373483200.0
761,7.0,169.0,2019,66.0,21.0,70000000.0,211593230.0,469566820.0,7.8,399566820.0
762,1.0,103.0,1988,66.0,21.0,70000000.0,154112500.0,351500000.0,8.5,281500000.0
763,10.0,116.0,1999,66.0,21.0,70000000.0,152257500.0,310138180.0,5.3,240138180.0
764,0.0,124.0,2002,66.0,21.0,70000000.0,141930000.0,267200000.0,5.8,197200000.0
765,0.0,110.0,2018,66.0,21.0,70000000.0,140218700.0,297718720.0,9.2,227718720.0
766,0.0,121.0,1996,66.0,21.0,70000000.0,136492690.0,308700000.0,7.3,238700000.0
767,0.0,152.0,2009,25.0,21.0,70000000.0,120774590.0,316915260.0,8.8,246915260.0
768,1.0,135.0,1991,66.0,21.0,70000000.0,119654824.0,300854820.0,7.6,230854820.0
769,0.0,124.0,1990,66.0,21.0,70000000.0,117323880.0,239813890.0,7.0,169813890.0
770,0.0,111.0,2003,66.0,21.0,70000000.0,116877600.0,207154750.0,7.4,137154750.0
771,3.0,100.0,2017,66.0,21.0,70000000.0,104029440.0,175807180.0,6.2,105807180.0
772,7.0,105.0,1999,66.0,21.0,70000000.0,101068340.0,207068340.0,8.0,137068340.0
773,11.0,130.0,2001,66.0,21.0,70000000.0,100614856.0,202726610.0,7.2,132726610.0
774,1.0,110.0,1997,66.0,21.0,70000000.0,99112104.0,250700000.0,7.6,180700000.0
775,11.0,120.0,2013,66.0,21.0,70000000.0,98927590.0,172878930.0,6.6,102878930.0
776,0.0,116.0,2011,66.0,21.0,70000000.0,83552430.0,213463970.0,4.8,143463970.0
777,0.0,101.0,2004,10.0,21.0,70000000.0,80281096.0,172543520.0,9.2,102543520.0
778,6.0,146.0,2011,65.0,21.0,70000000.0,79883360.0,156815540.0,7.4,86815540.0
779,6.0,139.0,2002,66.0,21.0,70000000.0,78120190.0,114658264.0,8.4,44658264.0
780,6.0,118.0,2014,25.0,21.0,70000000.0,78031620.0,158702750.0,4.4,88702750.0
781,1.0,100.0,2016,66.0,21.0,70000000.0,72679280.0,183353420.0,6.2,113353420.0
782,1.0,98.0,1998,66.0,21.0,70000000.0,70187656.0,117800000.0,4.4,47800000.0
783,6.0,125.0,2003,66.0,13.0,70000000.0,66432868.0,123954320.0,7.2,53954320.0
784,7.0,125.0,1994,66.0,21.0,70000000.0,65011756.0,131011760.0,6.4,61011760.0
785,0.0,89.0,2012,66.0,21.0,70000000.0,62321040.0,160379940.0,6.2,90379940.0
786,1.0,101.0,2017,18.0,21.0,70000000.0,59281556.0,122737200.0,4.6,52737200.0
787,0.0,92.0,2014,66.0,21.0,70000000.0,55991880.0,220241730.0,5.8,150241730.0
788,0.0,139.0,2006,66.0,21.0,70000000.0,55011732.0,94973540.0,7.1,24973540.0
789,1.0,140.0,1989,66.0,21.0,70000000.0,54243124.0,54243440.0,9.1,-15756560.0
790,6.0,127.0,2010,66.0,21.0,70000000.0,52474616.0,137431620.0,4.4,67431620.0
791,3.0,110.0,2011,66.0,21.0,70000000.0,48475290.0,70546860.0,2.9,546860.0
792,3.0,96.0,2005,66.0,21.0,70000000.0,42996140.0,88933560.0,4.1,18933560.0
793,0.0,120.0,1998,66.0,21.0,70000000.0,40934176.0,116625800.0,7.3,46625800.0
794,1.0,128.0,2007,65.0,21.0,70000000.0,38634936.0,137022240.0,8.6,67022240.0
795,9.0,123.0,2012,66.0,21.0,70000000.0,38518612.0,61031932.0,7.6,-8968068.0
796,3.0,118.0,2021,66.0,21.0,70000000.0,38014730.0,67394550.0,9.1,-2605450.0
797,6.0,131.0,1997,1.0,21.0,70000000.0,37945884.0,131445890.0,7.2,61445890.0
798,1.0,107.0,2004,35.0,21.0,70000000.0,37760080.0,49730856.0,6.8,-20269144.0
799,11.0,122.0,2007,2.0,21.0,70000000.0,36793804.0,69792700.0,6.4,-207300.0
800,0.0,92.0,2002,66.0,21.0,70000000.0,33561136.0,60279824.0,3.3,-9720176.0
801,0.0,116.0,2002,17.0,21.0,70000000.0,30157016.0,69157016.0,7.9,-842984.0
802,7.0,104.0,2005,65.0,21.0,70000000.0,28212336.0,58757176.0,3.4,-11242824.0
803,11.0,116.0,2016,66.0,21.0,70000000.0,27569558.0,49252760.0,6.6,-20747240.0
804,11.0,115.0,2013,66.0,5.0,70000000.0,25135964.0,103735970.0,5.5,33735970.0
805,0.0,105.0,2011,2.0,21.0,70000000.0,25124986.0,65409050.0,8.2,-4590950.0
806,0.0,96.0,1998,2.0,21.0,70000000.0,19870568.0,19870568.0,3.4,-50129432.0
807,6.0,128.0,2002,66.0,21.0,70000000.0,19076816.0,33076816.0,7.4,-36923184.0
808,0.0,98.0,2002,25.0,5.0,70000000.0,18990542.0,25852508.0,6.1,-44147492.0
809,1.0,98.0,2014,66.0,21.0,70000000.0,18848538.0,58953320.0,3.3,-11046680.0
810,0.0,96.0,2007,66.0,21.0,70000000.0,18211012.0,73591500.0,5.3,3591500.0
811,0.0,91.0,2002,66.0,21.0,70000000.0,14294842.0,14294842.0,7.1,-55705158.0
812,1.0,95.0,2001,66.0,21.0,70000000.0,13596911.0,13596911.0,4.2,-56403089.0
813,1.0,88.0,2014,66.0,21.0,70000000.0,8462347.0,20107932.0,6.3,-49892068.0
814,11.0,133.0,2015,66.0,13.0,70000000.0,8005980.0,19665004.0,2.4,-50334996.0
815,11.0,114.0,2006,25.0,21.0,70000000.0,5946136.0,35417160.0,2.6,-34582840.0
816,6.0,110.0,2010,59.0,21.0,70000000.0,619423.0,38992292.0,6.5,-31007708.0
817,1.0,95.0,2010,22.0,21.0,69000000.0,251513980.0,543464600.0,8.9,474464600.0
818,3.0,114.0,2010,66.0,21.0,69000000.0,73026340.0,86796504.0,4.2,17796504.0
819,11.0,139.0,2018,66.0,21.0,69000000.0,46874504.0,145951860.0,4.9,76951860.0
820,6.0,124.0,2010,66.0,21.0,68000000.0,300531740.0,706102850.0,6.0,638102850.0
821,0.0,124.0,2002,66.0,21.0,68000000.0,118471320.0,193500000.0,9.2,125500000.0
822,3.0,115.0,2015,66.0,21.0,68000000.0,81476380.0,217214140.0,5.0,149214140.0
823,11.0,124.0,2001,66.0,21.0,68000000.0,71069890.0,113542090.0,6.0,45542090.0
824,3.0,106.0,2011,66.0,21.0,68000000.0,45060736.0,87173470.0,4.0,19173470.0
825,0.0,110.0,1995,66.0,21.0,68000000.0,35324230.0,77224230.0,2.9,9224230.0
826,7.0,133.0,2003,10.0,21.0,68000000.0,33685268.0,75685260.0,3.5,7685260.0
827,3.0,121.0,1999,66.0,21.0,68000000.0,29762012.0,33462012.0,5.7,-34537988.0
828,6.0,158.0,1999,66.0,21.0,68000000.0,28965196.0,60265196.0,6.5,-7734804.0
829,3.0,135.0,2017,66.0,21.0,68000000.0,24449754.0,54462972.0,2.3,-13537028.0
830,11.0,116.0,2021,66.0,21.0,67972730.0,3900193.0,15451008.0,6.9,-52521722.0
831,1.0,101.0,2012,66.0,21.0,67500000.0,214030500.0,350976770.0,7.4,283476770.0
832,11.0,128.0,2008,66.0,5.0,67500000.0,39394664.0,118556530.0,6.2,51056530.0
833,7.0,105.0,2012,66.0,21.0,67500000.0,37519140.0,137489730.0,5.0,69989730.0
834,7.0,98.0,2020,66.0,21.0,67000000.0,23855568.0,44612280.0,5.6,-22387720.0
835,0.0,101.0,1996,66.0,21.0,67000000.0,18115928.0,18149996.0,5.1,-48850004.0
836,0.0,110.0,2007,22.0,21.0,67000000.0,5932060.0,25357772.0,7.4,-41642228.0
837,11.0,112.0,1999,66.0,21.0,66000000.0,87707390.0,211700000.0,5.0,145700000.0
838,0.0,120.0,1998,66.0,21.0,66000000.0,83898310.0,189176420.0,6.4,123176420.0
839,12.0,95.0,2017,66.0,21.0,66000000.0,50701324.0,113461530.0,5.0,47461530.0
840,0.0,130.0,2014,66.0,21.0,66000000.0,43568508.0,194169620.0,5.7,128169620.0
841,6.0,169.0,1998,66.0,21.0,65000000.0,216335090.0,485035070.0,9.5,420035070.0
842,10.0,126.0,2000,66.0,21.0,65000000.0,182805120.0,374105120.0,5.4,309105120.0
843,6.0,149.0,2012,66.0,21.0,65000000.0,182207970.0,273346270.0,8.6,208346270.0
844,1.0,81.0,2002,66.0,21.0,65000000.0,176387410.0,386116350.0,8.2,321116350.0
845,0.0,136.0,1999,2.0,21.0,65000000.0,173993390.0,465974200.0,8.5,400974200.0
846,6.0,139.0,1995,66.0,21.0,65000000.0,173772770.0,335802270.0,8.7,270802270.0
847,1.0,97.0,2018,66.0,21.0,65000000.0,167500100.0,527848900.0,4.8,462848900.0
848,9.0,158.0,2012,65.0,21.0,65000000.0,148809780.0,438420450.0,8.6,373420450.0
849,1.0,105.0,2002,66.0,21.0,65000000.0,139225860.0,172825860.0,4.2,107825860.0
850,0.0,113.0,1990,66.0,21.0,65000000.0,119394840.0,261399820.0,7.8,196399820.0
851,6.0,119.0,1998,66.0,21.0,65000000.0,115821496.0,250800000.0,9.1,185800000.0
852,6.0,137.0,2014,66.0,21.0,65000000.0,115637896.0,163527820.0,7.0,98527820.0
853,3.0,115.0,2015,66.0,21.0,65000000.0,110825710.0,232585740.0,6.2,167585740.0
854,3.0,95.0,2010,66.0,21.0,65000000.0,100539040.0,211739040.0,5.2,146739040.0
855,3.0,95.0,2008,66.0,21.0,65000000.0,100468790.0,128107640.0,9.0,63107640.0
856,1.0,100.0,1995,66.0,21.0,65000000.0,100458310.0,262758300.0,8.7,197758300.0
857,1.0,140.0,1998,43.0,21.0,65000000.0,93828744.0,233700000.0,6.4,168700000.0
858,1.0,130.0,2000,66.0,21.0,65000000.0,90454040.0,128874040.0,5.3,63874040.0
859,9.0,118.0,2014,66.0,21.0,65000000.0,85911260.0,139829630.0,6.9,74829630.0
860,0.0,118.0,1993,22.0,21.0,65000000.0,84049210.0,255000000.0,6.0,190000000.0
861,1.0,103.0,2016,66.0,21.0,65000000.0,76233150.0,137768980.0,7.5,72768980.0
862,0.0,108.0,1996,66.0,21.0,65000000.0,70646000.0,148346000.0,8.5,83346000.0
863,6.0,129.0,2006,66.0,21.0,65000000.0,70278900.0,163295650.0,6.0,98295650.0
864,3.0,104.0,2000,66.0,21.0,65000000.0,69688380.0,69688380.0,4.9,4688380.0
865,6.0,117.0,2003,66.0,21.0,65000000.0,63803100.0,141205170.0,6.0,76205170.0
866,3.0,83.0,2012,66.0,5.0,65000000.0,59650224.0,180148900.0,9.0,115148900.0
867,1.0,95.0,2020,66.0,21.0,65000000.0,58568816.0,214902990.0,9.4,149902990.0
868,6.0,159.0,1999,65.0,21.0,65000000.0,55691210.0,104264616.0,7.4,39264616.0
869,10.0,120.0,2012,66.0,21.0,65000000.0,54760790.0,156974560.0,5.6,91974560.0
870,3.0,105.0,2015,66.0,21.0,65000000.0,53862964.0,168065700.0,6.2,103065700.0
871,0.0,113.0,2004,66.0,21.0,65000000.0,52397388.0,131353170.0,5.8,66353170.0
872,0.0,93.0,2012,66.0,21.0,65000000.0,44806784.0,48164150.0,6.5,-16835850.0
873,6.0,110.0,2006,66.0,21.0,65000000.0,43545364.0,43545364.0,7.9,-21454636.0
874,1.0,121.0,2015,65.0,21.0,65000000.0,43482270.0,221297060.0,7.5,156297060.0
875,7.0,95.0,2012,66.0,21.0,65000000.0,42345532.0,240647630.0,5.1,175647630.0
876,1.0,96.0,2019,21.0,21.0,65000000.0,41657076.0,152491900.0,8.4,87491900.0
877,3.0,110.0,1998,21.0,21.0,65000000.0,39017984.0,39017984.0,6.4,-25982016.0
878,6.0,139.0,1999,66.0,21.0,65000000.0,37030104.0,100820940.0,9.6,35820940.0
879,0.0,110.0,2008,66.0,21.0,65000000.0,36316030.0,72516820.0,6.0,7516820.0
880,0.0,81.0,1996,66.0,21.0,65000000.0,33447612.0,33447612.0,6.3,-31552388.0
881,0.0,135.0,2000,66.0,21.0,65000000.0,32598932.0,62761004.0,4.3,-2238996.0
882,1.0,95.0,2005,66.0,21.0,65000000.0,28045540.0,58545540.0,5.1,-6454460.0
883,12.0,136.0,2003,66.0,4.0,65000000.0,26900336.0,38253430.0,5.8,-26746570.0
884,0.0,97.0,2005,66.0,21.0,65000000.0,24409722.0,56824630.0,2.9,-8175370.0
885,1.0,100.0,2009,27.0,21.0,65000000.0,19551068.0,41636244.0,5.0,-23363756.0
886,0.0,92.0,2014,2.0,21.0,65000000.0,19075290.0,74575290.0,8.1,9575290.0
887,11.0,95.0,2019,66.0,21.0,65000000.0,17291078.0,39194264.0,1.4,-25805736.0
888,0.0,95.0,1991,66.0,21.0,65000000.0,17218916.0,17218916.0,5.6,-47781084.0
889,0.0,101.0,2014,66.0,21.0,65000000.0,13757804.0,40650840.0,4.4,-24349160.0
890,6.0,129.0,2016,66.0,21.0,65000000.0,10378555.0,21774432.0,4.2,-43225568.0
891,3.0,110.0,2000,66.0,21.0,65000000.0,10014234.0,10014234.0,1.9,-54985766.0
892,6.0,110.0,2005,65.0,21.0,65000000.0,2070920.0,26670920.0,8.4,-38329080.0
893,0.0,126.0,2015,13.0,21.0,65000000.0,74070.0,122519870.0,3.9,57519870.0
894,0.0,97.0,2018,13.0,21.0,65000000.0,74070.0,516279.0,6.0,-64483721.0
895,3.0,110.0,2006,66.0,21.0,64000000.0,58636050.0,101636050.0,5.5,37636050.0
896,1.0,97.0,2021,66.0,21.0,64000000.0,48947356.0,78245750.0,9.4,14245750.0
897,6.0,110.0,1999,66.0,21.0,64000000.0,31054924.0,63200000.0,2.4,-800000.0
898,6.0,110.0,2006,25.0,21.0,63700000.0,2223293.0,133603464.0,7.4,69903464.0
899,1.0,126.0,1993,66.0,21.0,63000000.0,402523360.0,1045573060.0,9.1,982573060.0
900,3.0,94.0,2002,66.0,21.0,63000000.0,213117800.0,296338660.0,4.4,233338660.0
901,1.0,95.0,2011,66.0,21.0,63000000.0,108085304.0,188494080.0,8.6,125494080.0
902,11.0,112.0,2017,66.0,21.0,63000000.0,36249670.0,68310140.0,8.6,5310140.0
903,12.0,110.0,1994,66.0,21.0,63000000.0,25052000.0,25052000.0,6.1,-37948000.0
904,0.0,144.0,1994,66.0,21.0,62000000.0,122012660.0,207500000.0,7.4,145500000.0
905,0.0,116.0,2000,22.0,21.0,62000000.0,77086030.0,127630030.0,6.2,65630030.0
906,10.0,110.0,1995,66.0,21.0,62000000.0,60022812.0,107822820.0,7.7,45822820.0
907,12.0,167.0,2015,66.0,21.0,62000000.0,54117416.0,152366780.0,7.6,90366780.0
908,3.0,87.0,2008,66.0,21.0,62000000.0,32235792.0,40159016.0,7.8,-21840984.0
909,0.0,125.0,2001,66.0,21.0,62000000.0,15738632.0,18708848.0,4.6,-43291152.0
910,11.0,149.0,2014,66.0,21.0,61000000.0,167767180.0,367160770.0,8.7,306160770.0
911,7.0,96.0,2021,66.0,21.0,61000000.0,160215760.0,296667600.0,9.2,235667600.0
912,3.0,93.0,2007,66.0,21.0,61000000.0,118594540.0,145594540.0,6.8,84594540.0
913,0.0,131.0,2015,66.0,21.0,61000000.0,81697190.0,310566180.0,5.4,249566180.0
914,0.0,109.0,2013,66.0,21.0,61000000.0,75612460.0,132493016.0,6.6,71493016.0
915,0.0,114.0,2018,66.0,21.0,61000000.0,58032444.0,265878530.0,5.8,204878530.0
916,6.0,102.0,2019,66.0,21.0,61000000.0,41952716.0,81152504.0,9.4,20152504.0
917,10.0,94.0,2016,13.0,36.0,60720000.0,3229457.0,525018460.0,6.0,464298460.0
918,3.0,114.0,2004,66.0,21.0,60000000.0,279167580.0,516567580.0,5.8,456567580.0
919,1.0,110.0,2014,2.0,21.0,60000000.0,257784720.0,468084700.0,8.7,408084700.0
920,0.0,115.0,2007,66.0,21.0,60000000.0,210614940.0,454161920.0,8.9,394161920.0
921,3.0,99.0,2007,66.0,21.0,60000000.0,168213580.0,253555380.0,6.1,193555380.0
922,3.0,116.0,2008,66.0,21.0,60000000.0,143153740.0,247812020.0,9.1,187812020.0
923,6.0,187.0,1999,66.0,21.0,60000000.0,136801380.0,290701380.0,9.4,230701380.0
924,6.0,104.0,1998,66.0,21.0,60000000.0,125618200.0,264118200.0,8.2,204118200.0
925,6.0,96.0,2016,66.0,21.0,60000000.0,125070030.0,238524560.0,8.4,178524560.0
926,11.0,118.0,2002,66.0,21.0,60000000.0,121468960.0,214357380.0,9.0,154357380.0
927,3.0,113.0,2009,66.0,21.0,60000000.0,109205660.0,172450420.0,3.9,112450420.0
928,0.0,130.0,1995,66.0,21.0,60000000.0,106429944.0,356429950.0,8.3,296429950.0
929,1.0,111.0,2003,66.0,21.0,60000000.0,106126020.0,176262830.0,7.0,116262830.0
930,3.0,92.0,2003,66.0,21.0,60000000.0,104148780.0,164285580.0,4.8,104285580.0
931,6.0,116.0,1999,66.0,21.0,60000000.0,102705860.0,149705860.0,8.0,89705860.0
932,1.0,98.0,1998,66.0,21.0,60000000.0,101413180.0,218613180.0,7.3,158613180.0
933,0.0,120.0,2004,66.0,21.0,60000000.0,100170150.0,217602960.0,8.4,157602960.0
934,3.0,83.0,2001,2.0,21.0,60000000.0,93375150.0,200700000.0,7.6,140700000.0
935,10.0,101.0,2002,66.0,21.0,60000000.0,93354920.0,199043310.0,5.9,139043310.0
936,1.0,83.0,1998,66.0,21.0,60000000.0,90757864.0,152457860.0,5.2,92457860.0
937,0.0,94.0,2002,5.0,21.0,60000000.0,90580000.0,165890640.0,6.8,105890640.0
938,0.0,110.0,2010,66.0,21.0,60000000.0,90380160.0,196439700.0,7.2,136439700.0
939,3.0,101.0,2004,66.0,21.0,60000000.0,88200220.0,170200220.0,7.4,110200220.0
940,0.0,107.0,1990,66.0,21.0,60000000.0,82670740.0,157670740.0,6.0,97670740.0
941,1.0,94.0,2005,66.0,21.0,60000000.0,82571176.0,135015330.0,5.7,75015330.0
942,6.0,134.0,2010,66.0,21.0,60000000.0,80574010.0,206598780.0,4.2,146598780.0
943,11.0,130.0,2012,66.0,21.0,60000000.0,80070740.0,217370740.0,6.7,157370740.0
944,11.0,146.0,2004,66.0,21.0,60000000.0,77906820.0,130968580.0,8.9,70968580.0
945,3.0,125.0,2000,66.0,21.0,60000000.0,75764090.0,124715864.0,8.9,64715864.0
946,11.0,105.0,2011,64.0,21.0,60000000.0,75658100.0,137551600.0,6.6,77551600.0
947,6.0,164.0,1999,66.0,21.0,60000000.0,75530830.0,100230830.0,7.3,40230830.0
948,6.0,169.0,1998,66.0,21.0,60000000.0,75383560.0,186883570.0,6.7,126883570.0
949,1.0,100.0,2009,66.0,21.0,60000000.0,75286230.0,126037060.0,7.3,66037060.0
950,11.0,114.0,2004,66.0,21.0,60000000.0,74541704.0,102332850.0,8.1,42332850.0
